"Date","Time","Home","HG","HxGt","HxGp","Away","AG","AxGt","AxGp","GD","xGDt","xGDp","Final","HxPts","AxPts"
"2024-07-13","21:30 EDT","COL","0","1.85","1.85","NYRB","1","1.39","1.41","-1","0.47","0.44","0","1.75","1.01"
"2024-07-13","21:27 EDT","HOU","1","0.99","1.00","MIN","1","0.58","0.59","0","0.42","0.41","0","1.71","0.92"
"2024-07-13","20:30 EDT","FCD","2","1.21","1.23","LAG","0","0.37","0.37","2","0.84","0.86","2","2.12","0.58"
"2024-07-13","20:30 EDT","CHI","0","0.82","0.84","NYC","0","0.45","0.46","0","0.37","0.38","0","1.65","0.95"
"2024-07-13","20:30 EDT","ATX","0","0.78","0.78","SEA","1","0.50","0.50","-1","0.27","0.27","-1","1.57","1.04"
"2024-07-13","20:30 EDT","STL","1","1.39","1.40","VAN","4","2.54","2.57","-3","-1.15","-1.17","-3","0.65","2.16"
"2024-07-13","19:30 EDT","DCU","2","1.74","1.75","NSH","1","0.91","0.91","1","0.83","0.84","1","1.95","0.81"
"2024-07-13","19:30 EDT","NER","1","0.76","0.76","ORL","3","1.50","1.51","-2","-0.75","-0.75","-2","0.69","2.04"
"2024-07-13","19:30 EDT","TOR","1","1.33","1.33","PHI","1","1.31","1.31","0","0.02","0.02","1","1.37","1.36"
"2024-07-13","19:30 EDT","MTL","1","1.86","1.90","ATL","0","0.63","0.63","1","1.23","1.27","1","2.32","0.49"
"2024-07-13","19:30 EDT","CIN","1","2.15","2.18","CLT","3","1.65","1.69","-2","0.50","0.49","-2","1.74","1.05"
"2024-07-07","22:30 EDT","LAG","2","2.33","2.33","MIN","1","1.18","1.19","1","1.15","1.15","1","2.23","0.59"
"2024-07-07","22:30 EDT","POR","4","2.49","2.51","NSH","1","1.60","1.60","3","0.89","0.91","3","1.94","0.88"
"2024-07-07","21:30 EDT","COL","4","2.17","2.18","STL","1","1.28","1.28","3","0.90","0.90","3","2.03","0.75"
"2024-07-07","20:30 EDT","SJE","1","0.80","0.81","CHI","0","1.38","1.39","1","-0.59","-0.57","1","0.86","1.84"
"2024-07-07","20:30 EDT","SKC","3","2.67","2.67","FCD","1","1.95","2.21","2","0.72","0.46","1","1.93","0.85"
"2024-07-06","22:30 EDT","SEA","2","1.07","1.07","NER","0","0.70","0.72","2","0.37","0.35","2","1.67","0.99"
"2024-07-06","21:55 EDT","ATX","2","0.94","0.96","NYC","1","1.44","1.44","1","-0.50","-0.49","1","0.96","1.76"
"2024-07-06","21:30 EDT","RSL","5","1.58","1.59","ATL","2","0.94","0.95","3","0.64","0.63","3","1.84","0.89"
"2024-07-06","19:30 EDT","MTL","1","0.85","0.85","VAN","1","1.34","1.34","0","-0.49","-0.49","0","0.91","1.82"
"2024-07-06","19:30 EDT","CLB","4","1.97","1.97","TOR","0","0.39","0.39","4","1.58","1.58","4","2.61","0.27"
"2024-07-06","19:30 EDT","CIN","6","2.49","2.49","MIA","1","1.32","1.36","5","1.17","1.13","5","2.12","0.68"
"2024-07-06","19:30 EDT","ORL","5","1.77","1.78","DCU","0","0.49","0.49","5","1.28","1.29","5","2.41","0.41"
"2024-07-06","19:30 EDT","PHI","0","3.02","3.24","NYRB","0","2.24","2.26","0","0.78","0.98","0","1.93","0.88"
"2024-07-04","22:40 EDT","LAG","1","1.11","1.11","LAFC","2","2.62","2.70","-1","-1.51","-1.59","-1","0.42","2.41"
"2024-07-04","21:30 EDT","COL","2","2.64","2.64","SKC","1","1.22","1.23","1","1.42","1.41","1","2.27","0.56"
"2024-07-04","20:30 EDT","FCD","2","1.61","1.63","POR","2","1.53","1.53","0","0.08","0.10","1","1.43","1.32"
"2024-07-03","21:30 EDT","RSL","3","3.00","3.02","HOU","1","1.09","1.10","2","1.91","1.92","1","2.53","0.35"
"2024-07-03","20:45 EDT","CLB","2","1.91","1.91","NSH","0","0.36","0.36","2","1.55","1.55","2","2.55","0.31"
"2024-07-03","20:30 EDT","CHI","4","3.46","3.50","PHI","3","1.31","1.32","1","2.15","2.18","1","2.60","0.28"
"2024-07-03","20:30 EDT","STL","2","3.55","3.55","SJE","0","0.45","0.45","2","3.10","3.11","2","2.88","0.07"
"2024-07-03","20:30 EDT","MIN","1","3.45","3.46","VAN","3","0.91","0.91","-2","2.54","2.55","-2","2.83","0.12"
"2024-07-03","19:45 EDT","NER","2","1.16","1.16","ATL","1","1.59","1.59","1","-0.43","-0.43","1","1.10","1.64"
"2024-07-03","19:30 EDT","NYC","2","3.13","3.13","MTL","0","1.10","1.10","2","2.03","2.03","2","2.56","0.31"
"2024-07-03","19:30 EDT","TOR","1","1.27","1.27","ORL","1","1.29","1.31","0","-0.02","-0.04","-1","1.35","1.39"
"2024-07-03","19:30 EDT","CLT","1","1.74","1.74","MIA","2","1.36","1.36","-1","0.38","0.38","-1","1.59","1.16"
"2024-07-03","19:30 EDT","DCU","2","1.29","1.30","CIN","3","1.89","1.90","-1","-0.61","-0.60","-1","0.95","1.83"
"2024-06-29","22:30 EDT","SEA","2","2.34","2.34","CHI","1","1.33","1.33","1","1.01","1.01","1","2.11","0.64"
"2024-06-29","22:30 EDT","LAFC","3","2.66","2.69","COL","0","0.65","0.66","3","2.01","2.03","3","2.64","0.23"
"2024-06-29","22:30 EDT","VAN","4","1.58","1.62","STL","3","2.07","2.18","1","-0.49","-0.56","1","0.95","1.80"
"2024-06-29","22:30 EDT","POR","3","4.28","4.49","MIN","2","1.36","1.36","1","2.92","3.13","1","2.79","0.14"
"2024-06-29","22:30 EDT","SJE","0","1.90","1.90","LAG","3","1.72","1.73","-3","0.18","0.17","-3","1.53","1.23"
"2024-06-29","20:30 EDT","NSH","1","1.34","1.34","MIA","2","0.85","0.85","-1","0.49","0.49","-1","1.80","0.88"
"2024-06-29","20:30 EDT","HOU","1","1.21","1.21","CLT","0","0.82","0.82","1","0.39","0.39","1","1.68","1.04"
"2024-06-29","20:30 EDT","SKC","2","1.32","1.32","ATX","0","0.46","0.46","2","0.86","0.87","2","2.13","0.59"
"2024-06-29","20:30 EDT","FCD","0","0.99","0.99","CIN","1","0.99","0.99","-1","0.00","0.00","-1","1.25","1.42"
"2024-06-29","19:30 EDT","MTL","4","1.92","1.92","PHI","2","1.02","1.02","2","0.90","0.90","2","2.13","0.65"
"2024-06-29","19:30 EDT","NYRB","2","1.79","1.80","DCU","2","0.48","0.49","0","1.31","1.31","0","2.43","0.39"
"2024-06-29","19:30 EDT","ATL","2","1.57","1.58","TOR","1","1.31","1.37","1","0.26","0.21","1","1.57","1.18"
"2024-06-29","19:30 EDT","NER","1","1.17","1.17","CLB","5","2.58","2.58","-4","-1.40","-1.40","-4","0.45","2.37"
"2024-06-28","19:30 EDT","NYC","4","1.71","1.72","ORL","2","1.67","1.92","2","0.04","-0.20","2","1.40","1.36"
"2024-06-22","22:30 EDT","POR","2","1.31","1.31","VAN","0","0.71","0.71","2","0.60","0.60","2","1.81","0.89"
"2024-06-22","22:30 EDT","SEA","3","2.40","2.44","FCD","2","0.78","0.79","1","1.63","1.66","1","2.46","0.40"
"2024-06-22","22:30 EDT","LAFC","6","2.85","2.88","SJE","2","0.76","0.76","4","2.09","2.11","4","2.60","0.28"
"2024-06-22","21:30 EDT","RSL","0","1.05","1.06","LAG","1","0.60","0.60","-1","0.45","0.46","-1","1.76","0.94"
"2024-06-22","21:30 EDT","COL","4","3.04","3.33","MTL","0","0.28","0.28","4","2.76","3.04","3","2.90","0.06"
"2024-06-22","20:30 EDT","NSH","1","0.90","0.90","NYC","0","1.25","1.27","1","-0.34","-0.37","1","1.07","1.62"
"2024-06-22","20:30 EDT","STL","1","1.45","1.45","ATL","1","2.01","2.01","0","-0.56","-0.56","0","0.93","1.80"
"2024-06-22","20:30 EDT","MIN","0","0.77","0.77","ATX","1","0.54","0.54","-1","0.24","0.24","-1","1.57","1.06"
"2024-06-22","19:30 EDT","NYRB","3","1.44","1.44","TOR","0","0.26","0.26","3","1.18","1.18","3","2.45","0.34"
"2024-06-22","19:30 EDT","CLB","4","2.21","2.53","SKC","0","0.45","0.45","4","1.76","2.08","4","2.64","0.23"
"2024-06-22","19:30 EDT","CIN","1","1.55","1.56","NER","2","0.68","0.68","-1","0.87","0.87","-1","2.06","0.68"
"2024-06-22","19:30 EDT","ORL","4","1.84","1.87","CHI","2","3.23","3.45","2","-1.40","-1.58","2","0.58","2.23"
"2024-06-22","19:30 EDT","PHI","0","0.90","0.90","CLT","2","3.03","3.03","-2","-2.12","-2.12","-2","0.28","2.61"
"2024-06-22","19:30 EDT","DCU","1","1.76","1.76","HOU","4","2.04","2.09","-3","-0.28","-0.33","-3","1.12","1.60"
"2024-06-19","22:30 EDT","LAG","2","1.65","1.77","NYC","0","0.97","0.98","2","0.67","0.79","2","1.84","0.92"
"2024-06-19","22:30 EDT","SJE","1","1.14","1.15","POR","2","2.09","2.10","-1","-0.95","-0.95","-1","0.67","2.11"
"2024-06-19","20:30 EDT","FCD","5","1.76","1.76","MIN","3","2.16","2.22","2","-0.40","-0.46","2","1.04","1.74"
"2024-06-19","20:30 EDT","HOU","2","2.03","2.06","SEA","2","1.15","1.26","0","0.88","0.79","0","1.94","0.84"
"2024-06-19","20:30 EDT","STL","0","1.81","1.94","COL","3","3.09","3.09","-3","-1.28","-1.15","-3","0.57","2.27"
"2024-06-19","20:30 EDT","ATX","1","0.25","0.25","LAFC","1","1.55","1.56","0","-1.30","-1.31","0","0.26","2.59"
"2024-06-19","20:30 EDT","SKC","3","2.92","2.94","RSL","4","2.64","2.67","-1","0.28","0.27","-1","1.57","1.22"
"2024-06-19","19:45 EDT","CIN","4","2.98","2.98","PHI","3","1.30","1.31","1","1.68","1.68","1","2.42","0.44"
"2024-06-19","19:30 EDT","MIA","2","1.31","1.43","CLB","1","2.08","2.09","1","-0.77","-0.66","1","0.93","1.86"
"2024-06-19","19:30 EDT","DCU","0","1.37","1.37","ATL","1","1.04","1.04","-1","0.33","0.33","-1","1.60","1.12"
"2024-06-19","19:30 EDT","TOR","1","2.06","2.20","NSH","2","0.85","0.86","-1","1.21","1.34","-1","2.25","0.56"
"2024-06-19","19:30 EDT","MTL","2","1.86","1.99","NYRB","2","2.43","2.45","0","-0.57","-0.46","0","1.10","1.66"
"2024-06-19","19:30 EDT","CLT","2","1.21","1.21","ORL","2","2.03","2.03","0","-0.82","-0.83","0","0.82","1.98"
"2024-06-15","22:30 EDT","SJE","2","1.98","2.00","CIN","4","2.36","2.37","-2","-0.38","-0.37","-2","1.17","1.63"
"2024-06-15","22:30 EDT","SEA","2","1.49","1.49","MIN","0","0.27","0.27","2","1.21","1.21","2","2.36","0.40"
"2024-06-15","22:30 EDT","LAG","4","2.16","2.32","SKC","2","2.55","2.55","2","-0.39","-0.23","2","1.21","1.59"
"2024-06-15","21:30 EDT","COL","2","1.30","1.33","ATX","0","0.61","0.61","2","0.69","0.71","2","1.90","0.82"
"2024-06-15","20:30 EDT","FCD","2","1.37","1.37","STL","0","1.29","1.30","2","0.08","0.07","2","1.48","1.25"
"2024-06-15","19:30 EDT","NYRB","0","1.74","1.76","NSH","0","0.33","0.33","0","1.41","1.43","0","2.46","0.36"
"2024-06-15","19:30 EDT","ATL","2","2.04","2.22","HOU","2","1.20","1.21","0","0.84","1.01","0","2.01","0.76"
"2024-06-15","19:30 EDT","NER","3","1.28","1.30","VAN","2","0.80","0.80","1","0.49","0.50","1","1.76","0.93"
"2024-06-15","19:30 EDT","PHI","1","1.69","1.69","MIA","2","1.55","1.55","-1","0.14","0.14","-1","1.51","1.24"
"2024-06-15","19:30 EDT","ORL","1","2.05","2.16","LAFC","3","1.91","1.91","-2","0.14","0.25","-2","1.42","1.30"
"2024-06-15","19:30 EDT","CLT","1","1.68","1.68","DCU","0","0.30","0.30","1","1.38","1.38","1","2.43","0.37"
"2024-06-15","19:30 EDT","TOR","1","0.85","0.85","CHI","4","1.64","1.65","-3","-0.79","-0.80","-3","0.81","1.94"
"2024-06-15","19:30 EDT","MTL","0","1.07","1.07","RSL","0","1.36","1.40","0","-0.29","-0.33","0","1.22","1.56"
"2024-06-14","20:40 EDT","NYC","2","1.88","1.88","CLB","3","4.12","4.20","-1","-2.24","-2.32","-1","0.28","2.63"
"2024-06-08","20:30 EDT","MIN","1","0.62","0.63","FCD","1","0.42","0.43","0","0.19","0.20","0","1.52","1.03"
"2024-06-08","20:30 EDT","SKC","2","0.83","0.83","SEA","1","1.21","1.21","1","-0.37","-0.37","1","1.01","1.71"
"2024-06-08","20:30 EDT","STL","0","1.23","1.25","POR","0","0.43","0.43","0","0.79","0.82","0","2.08","0.62"
"2024-06-08","19:30 EDT","NER","1","0.78","0.78","NYRB","0","1.01","1.02","1","-0.23","-0.24","1","1.18","1.49"
"2024-06-02","16:45 EDT","ATL","2","2.07","2.07","CLT","2","0.90","0.90","0","1.17","1.17","-1","2.21","0.58"
"2024-06-01","22:30 EDT","VAN","2","1.54","1.58","COL","1","1.54","1.54","1","-0.01","0.04","1","1.32","1.38"
"2024-06-01","22:30 EDT","POR","2","1.39","1.39","HOU","2","0.66","0.66","0","0.73","0.73","0","2.01","0.71"
"2024-06-01","22:30 EDT","LAFC","1","1.31","1.32","FCD","0","0.44","0.44","1","0.87","0.88","1","2.13","0.58"
"2024-06-01","21:30 EDT","RSL","5","3.19","3.22","ATX","1","1.24","1.24","4","1.95","1.97","4","2.63","0.25"
"2024-06-01","20:30 EDT","CHI","2","1.01","1.01","LAG","1","1.70","1.71","1","-0.68","-0.70","1","0.83","1.89"
"2024-06-01","20:30 EDT","MIN","3","1.42","1.42","SKC","1","0.56","0.56","2","0.86","0.86","2","2.03","0.69"
"2024-06-01","20:30 EDT","NSH","1","3.47","4.17","NER","2","0.60","0.60","-1","2.88","3.57","-1","2.86","0.09"
"2024-06-01","19:30 EDT","DCU","2","2.52","2.57","TOR","2","0.68","0.70","0","1.84","1.87","0","2.64","0.24"
"2024-06-01","19:30 EDT","NYRB","1","0.70","0.71","ORL","0","0.41","0.41","1","0.29","0.29","1","1.59","0.99"
"2024-06-01","19:30 EDT","MIA","3","2.37","2.37","STL","2","2.14","2.14","1","0.23","0.23","0","1.63","1.16"
"2024-06-01","19:30 EDT","PHI","2","2.24","2.35","MTL","2","1.03","1.16","0","1.21","1.19","0","2.24","0.53"
"2024-05-31","19:30 EDT","NYC","5","2.46","2.50","SJE","1","1.41","1.41","4","1.05","1.10","4","2.07","0.72"
"2024-05-29","22:45 EDT","LAFC","2","2.40","2.43","MIN","0","0.21","0.21","2","2.19","2.21","2","2.83","0.10"
"2024-05-29","22:30 EDT","SEA","1","0.87","0.87","RSL","1","1.63","1.74","0","-0.76","-0.87","0","0.73","2.00"
"2024-05-29","22:30 EDT","LAG","3","3.53","3.54","FCD","1","0.74","0.74","2","2.79","2.80","2","2.85","0.10"
"2024-05-29","20:30 EDT","ATX","0","2.39","2.39","POR","2","1.51","1.51","-2","0.87","0.87","-2","2.05","0.71"
"2024-05-29","20:30 EDT","CHI","1","1.54","1.55","ORL","1","1.18","1.38","0","0.36","0.17","0","1.66","1.06"
"2024-05-29","20:30 EDT","HOU","3","1.77","1.77","COL","1","2.03","2.03","2","-0.25","-0.26","2","1.18","1.56"
"2024-05-29","20:30 EDT","SKC","1","1.23","1.23","VAN","2","1.54","1.57","-1","-0.32","-0.34","-1","1.20","1.53"
"2024-05-29","19:30 EDT","MTL","4","2.31","2.31","DCU","2","1.39","1.40","2","0.93","0.91","2","2.08","0.72"
"2024-05-29","19:30 EDT","PHI","0","0.56","0.56","TOR","0","1.11","1.11","0","-0.54","-0.54","0","0.92","1.77"
"2024-05-29","19:30 EDT","CIN","0","1.96","2.03","NSH","2","1.08","1.08","-2","0.87","0.94","-2","1.97","0.82"
"2024-05-29","19:30 EDT","MIA","1","0.93","0.93","ATL","3","3.54","3.63","-2","-2.61","-2.70","-2","0.19","2.74"
"2024-05-29","19:30 EDT","NYRB","3","1.21","1.21","CLT","1","1.12","1.12","2","0.08","0.08","2","1.42","1.28"
"2024-05-25","22:30 EDT","SJE","1","2.97","3.21","ATX","1","0.72","0.72","0","2.25","2.49","0","2.68","0.22"
"2024-05-25","22:30 EDT","LAG","2","1.00","1.00","HOU","1","1.57","1.61","1","-0.58","-0.61","1","0.94","1.79"
"2024-05-25","22:30 EDT","VAN","1","2.03","2.04","MIA","2","1.47","1.47","-1","0.57","0.58","-1","1.85","0.90"
"2024-05-25","22:30 EDT","POR","2","1.83","1.85","SKC","1","0.34","0.34","1","1.48","1.50","1","2.58","0.28"
"2024-05-25","21:30 EDT","COL","3","3.03","3.29","MIN","3","1.87","1.88","0","1.16","1.41","0","2.10","0.71"
"2024-05-25","20:30 EDT","FCD","3","1.27","1.27","RSL","3","3.23","3.41","0","-1.96","-2.15","0","0.44","2.43"
"2024-05-25","20:30 EDT","STL","1","1.48","1.52","SEA","1","1.05","1.05","0","0.43","0.47","-1","1.67","1.06"
"2024-05-25","19:30 EDT","MTL","0","1.22","1.23","NSH","0","0.67","0.67","0","0.55","0.56","0","1.84","0.86"
"2024-05-25","19:30 EDT","NER","0","0.90","0.90","NYC","1","1.91","1.91","-1","-1.01","-1.01","-1","0.69","2.10"
"2024-05-25","19:30 EDT","DCU","1","1.44","1.44","CHI","1","1.35","1.35","0","0.09","0.09","0","1.50","1.23"
"2024-05-25","19:30 EDT","ATL","0","1.36","1.39","LAFC","1","1.00","1.01","-1","0.36","0.38","-1","1.63","1.11"
"2024-05-25","19:30 EDT","TOR","2","1.38","1.38","CIN","4","1.36","1.38","-2","0.02","-0.01","-1","1.36","1.33"
"2024-05-25","19:30 EDT","ORL","0","1.08","1.08","CLB","2","1.78","1.78","-2","-0.69","-0.69","-2","0.80","1.94"
"2024-05-25","19:30 EDT","CLT","0","1.27","1.27","PHI","0","0.94","0.95","0","0.33","0.32","0","1.61","1.12"
"2024-05-18","22:30 EDT","SJE","0","0.56","0.56","ORL","1","1.56","1.69","-1","-1.01","-1.13","-1","0.51","2.26"
"2024-05-18","22:30 EDT","SEA","1","0.93","1.04","VAN","1","1.01","1.03","0","-0.08","0.01","0","1.19","1.45"
"2024-05-18","21:30 EDT","RSL","5","2.58","2.61","COL","3","2.56","2.95","2","0.03","-0.34","2","1.45","1.35"
"2024-05-18","20:30 EDT","MIN","2","2.56","2.60","POR","1","1.50","1.51","1","1.06","1.08","1","2.12","0.68"
"2024-05-18","20:30 EDT","HOU","1","0.85","0.85","FCD","1","0.93","0.93","0","-0.08","-0.08","0","1.20","1.46"
"2024-05-18","20:30 EDT","ATX","3","2.40","2.48","SKC","2","1.20","1.21","1","1.20","1.27","1","2.20","0.64"
"2024-05-18","20:30 EDT","CHI","1","1.55","1.65","CLB","3","1.44","1.45","-2","0.11","0.20","-2","1.48","1.23"
"2024-05-18","20:05 EDT","MIA","1","0.72","0.72","DCU","0","1.22","1.22","1","-0.50","-0.50","1","0.91","1.79"
"2024-05-18","19:30 EDT","NER","0","1.43","1.52","PHI","3","2.06","2.13","-3","-0.62","-0.61","-3","0.94","1.82"
"2024-05-18","19:30 EDT","TOR","5","3.13","3.13","MTL","1","2.22","2.22","4","0.91","0.91","4","1.89","0.92"
"2024-05-18","19:30 EDT","CIN","3","2.91","2.91","STL","0","0.65","0.65","3","2.26","2.26","2","2.78","0.15"
"2024-05-18","19:30 EDT","CLT","0","1.00","1.03","LAG","0","1.33","1.33","0","-0.32","-0.30","0","1.15","1.57"
"2024-05-18","19:30 EDT","NYC","2","1.80","1.82","NYRB","1","1.07","1.09","1","0.73","0.73","1","2.01","0.78"
"2024-05-18","13:45 EDT","NSH","1","1.51","1.53","ATL","1","0.43","0.44","0","1.08","1.10","0","2.39","0.39"
"2024-05-15","22:30 EDT","POR","4","3.19","3.29","SJE","2","1.77","1.83","2","1.42","1.46","2","2.31","0.52"
"2024-05-15","21:30 EDT","COL","1","2.33","2.55","VAN","0","0.91","0.91","1","1.42","1.63","1","2.38","0.43"
"2024-05-15","21:30 EDT","RSL","2","2.20","2.26","SEA","0","0.78","0.82","2","1.43","1.44","2","2.35","0.49"
"2024-05-15","20:30 EDT","NSH","2","1.32","1.32","TOR","0","0.61","0.65","2","0.70","0.67","2","2.16","0.60"
"2024-05-15","20:30 EDT","ATX","1","1.92","1.99","HOU","0","1.50","1.50","1","0.41","0.49","1","1.70","1.05"
"2024-05-15","20:30 EDT","CHI","0","1.26","1.26","CLT","1","0.49","0.49","-1","0.77","0.78","-1","1.98","0.73"
"2024-05-15","20:30 EDT","STL","0","1.31","1.31","LAFC","2","1.38","1.39","-2","-0.07","-0.08","-2","1.27","1.41"
"2024-05-15","20:30 EDT","MIN","2","1.95","1.97","LAG","2","1.08","1.08","0","0.87","0.89","0","1.94","0.81"
"2024-05-15","19:30 EDT","DCU","1","3.03","3.13","NYRB","4","1.99","1.99","-3","1.03","1.14","-3","2.07","0.74"
"2024-05-15","19:30 EDT","CIN","1","1.20","1.24","ATL","0","0.48","0.49","1","0.72","0.75","1","1.97","0.74"
"2024-05-15","19:30 EDT","MTL","1","1.45","1.45","CLB","3","1.81","1.89","-2","-0.36","-0.44","-2","1.03","1.68"
"2024-05-15","19:30 EDT","ORL","0","0.71","0.71","MIA","0","0.87","0.87","0","-0.16","-0.16","0","1.20","1.45"
"2024-05-15","19:30 EDT","PHI","1","1.86","1.90","NYC","2","1.61","1.64","-1","0.25","0.25","-1","1.52","1.21"
"2024-05-12","16:45 EDT","POR","1","0.64","0.64","SEA","2","0.42","0.42","-1","0.22","0.22","-1","1.54","1.03"
"2024-05-11","22:30 EDT","LAFC","3","3.20","3.20","VAN","0","0.66","0.67","3","2.53","2.54","3","2.87","0.09"
"2024-05-11","22:30 EDT","LAG","2","2.42","2.45","RSL","2","1.05","1.05","0","1.37","1.40","0","2.33","0.51"
