"Date","Time","Home","HG","HxGt","HxGp","Away","AG","AxGt","AxGp","GD","xGDt","xGDp","Final","HxPts","AxPts"
"2024-05-11","21:30 EDT","COL","2","2.57","2.57","SJE","3","0.96","0.97","-1","1.61","1.61","-1","2.43","0.42"
"2024-05-11","20:30 EDT","STL","3","2.21","2.22","CHI","1","1.55","1.57","2","0.66","0.65","2","1.84","0.95"
"2024-05-11","20:30 EDT","SKC","1","1.00","1.01","HOU","2","1.19","1.19","-1","-0.19","-0.18","-1","1.19","1.52"
"2024-05-11","20:30 EDT","FCD","2","1.77","1.85","ATX","1","2.16","2.20","1","-0.39","-0.35","1","1.06","1.69"
"2024-05-11","19:45 EDT","CLB","1","0.92","0.93","CIN","2","1.82","1.82","-1","-0.90","-0.88","-1","0.67","2.09"
"2024-05-11","19:30 EDT","ATL","1","1.36","1.37","DCU","3","2.07","2.07","-2","-0.70","-0.70","-1","0.86","1.90"
"2024-05-11","19:30 EDT","TOR","2","1.64","1.68","NYC","3","1.96","1.99","-1","-0.33","-0.30","-1","1.14","1.61"
"2024-05-11","19:30 EDT","CLT","1","0.58","0.58","NSH","0","0.17","0.17","1","0.41","0.41","1","1.71","0.79"
"2024-05-11","19:30 EDT","MTL","2","1.19","1.19","MIA","3","1.25","1.25","-1","-0.06","-0.06","-1","1.30","1.39"
"2024-05-11","19:30 EDT","PHI","2","4.27","4.32","ORL","3","1.51","1.53","-1","2.76","2.80","-1","2.73","0.20"
"2024-05-11","19:30 EDT","NYRB","4","2.66","2.66","NER","2","1.00","1.00","2","1.66","1.66","2","2.52","0.36"
"2024-05-05","18:45 EDT","SEA","0","1.72","1.73","LAG","0","0.68","0.69","0","1.04","1.05","0","2.15","0.62"
"2024-05-05","16:00 EDT","NYC","0","1.27","1.27","COL","2","0.76","0.76","-2","0.51","0.51","-2","1.78","0.92"
"2024-05-04","22:30 EDT","VAN","0","1.35","1.35","ATX","0","0.22","0.22","0","1.13","1.13","0","2.35","0.41"
"2024-05-04","21:30 EDT","RSL","1","0.77","0.77","SKC","0","0.41","0.41","1","0.36","0.36","1","1.59","1.00"
"2024-05-04","21:25 EDT","CHI","0","1.51","1.52","NER","1","0.76","0.76","-1","0.75","0.76","-1","1.91","0.84"
"2024-05-04","20:30 EDT","HOU","0","1.33","1.34","STL","0","1.27","1.28","0","0.06","0.06","0","1.39","1.32"
"2024-05-04","20:30 EDT","NSH","4","2.73","2.81","MTL","0","1.10","1.10","4","1.64","1.70","3","2.44","0.41"
"2024-05-04","19:30 EDT","ORL","0","0.78","0.79","CIN","1","1.01","1.01","-1","-0.23","-0.23","-1","1.07","1.56"
"2024-05-04","19:30 EDT","DCU","2","0.78","0.78","PHI","2","0.71","0.71","0","0.07","0.07","0","1.45","1.18"
"2024-05-04","19:30 EDT","MIA","6","2.88","2.89","NYRB","2","1.60","1.63","4","1.28","1.26","4","2.17","0.66"
"2024-05-04","19:30 EDT","TOR","3","2.41","2.41","FCD","1","0.50","0.50","2","1.91","1.91","2","2.72","0.19"
"2024-05-04","19:30 EDT","ATL","1","2.09","2.09","MIN","2","0.51","0.51","-1","1.58","1.58","-1","2.50","0.33"
"2024-05-04","19:30 EDT","CLT","2","1.34","1.34","POR","0","0.66","0.66","2","0.69","0.69","2","1.87","0.83"
"2024-05-04","19:30 EDT","SJE","2","1.16","1.16","LAFC","1","1.05","1.05","1","0.11","0.11","2","1.50","1.20"
"2024-04-30","19:30 EDT","PHI","2","1.09","1.09","SEA","3","2.64","2.65","-1","-1.55","-1.55","-1","0.47","2.36"
"2024-04-27","22:30 EDT","LAFC","2","1.56","1.57","POR","2","1.05","1.15","0","0.51","0.42","1","1.66","1.08"
"2024-04-27","20:30 EDT","MIN","2","1.78","1.78","SKC","1","1.18","1.18","1","0.59","0.59","1","1.86","0.87"
"2024-04-27","20:30 EDT","CHI","0","0.73","0.73","ATL","0","1.24","1.24","0","-0.52","-0.52","0","0.94","1.78"
"2024-04-27","20:30 EDT","NSH","1","1.17","1.19","SJE","1","1.12","1.12","0","0.05","0.07","0","1.33","1.37"
"2024-04-27","20:30 EDT","FCD","2","2.23","2.24","HOU","0","0.12","0.12","2","2.11","2.11","2","2.77","0.13"
"2024-04-27","19:30 EDT","CLB","0","1.55","1.56","MTL","0","0.64","0.64","0","0.91","0.92","0","2.18","0.63"
"2024-04-27","19:30 EDT","DCU","2","1.91","1.91","SEA","1","0.99","1.04","1","0.93","0.88","1","2.16","0.61"
"2024-04-27","19:30 EDT","NER","1","0.32","0.32","MIA","4","2.28","2.37","-3","-1.96","-2.04","-3","0.17","2.74"
"2024-04-27","19:30 EDT","PHI","1","2.10","2.10","RSL","2","0.51","0.51","-1","1.59","1.59","-1","2.51","0.33"
"2024-04-27","19:30 EDT","CIN","2","2.06","2.07","COL","1","0.81","0.83","1","1.26","1.24","1","2.19","0.61"
"2024-04-27","19:30 EDT","ORL","1","0.69","0.69","TOR","2","1.94","2.13","-1","-1.25","-1.44","-1","0.49","2.30"
"2024-04-27","19:30 EDT","NYRB","1","1.52","1.59","VAN","1","1.39","1.39","0","0.13","0.19","0","1.49","1.24"
"2024-04-27","19:30 EDT","NYC","2","1.38","1.38","CLT","1","1.49","1.49","1","-0.12","-0.11","1","1.24","1.48"
"2024-04-27","13:45 EDT","ATX","2","0.73","0.73","LAG","0","0.69","0.69","2","0.04","0.04","2","1.40","1.23"
"2024-04-21","20:15 EDT","LAG","4","2.45","2.50","SJE","3","1.88","1.91","1","0.57","0.59","1","1.80","0.98"
"2024-04-21","18:00 EDT","CLT","0","0.71","0.71","MIN","3","1.26","1.26","-3","-0.55","-0.56","-3","0.95","1.78"
"2024-04-20","22:30 EDT","LAFC","2","1.68","1.68","NYRB","1","1.57","1.66","1","0.10","0.02","0","1.39","1.32"
"2024-04-20","22:30 EDT","SEA","0","0.68","0.68","VAN","2","1.62","1.62","-2","-0.94","-0.94","-2","0.65","2.11"
"2024-04-20","21:30 EDT","COL","0","1.76","1.76","FCD","1","0.84","0.84","-1","0.92","0.91","1","2.04","0.72"
"2024-04-20","20:30 EDT","CHI","0","1.33","1.33","RSL","4","2.13","2.14","-4","-0.81","-0.82","-4","0.87","1.93"
"2024-04-20","20:30 EDT","HOU","0","1.48","1.52","ATX","1","0.69","0.69","-1","0.79","0.82","-1","2.00","0.75"
"2024-04-20","20:30 EDT","SKC","3","1.26","1.26","STL","3","1.84","1.86","0","-0.58","-0.59","0","0.91","1.80"
"2024-04-20","19:30 EDT","MIA","3","1.98","2.07","NSH","0","2.05","2.20","3","-0.07","-0.13","2","1.34","1.41"
"2024-04-20","19:30 EDT","MTL","2","0.93","0.94","ORL","2","1.69","1.69","0","-0.76","-0.75","0","0.65","2.08"
"2024-04-20","19:30 EDT","CLB","2","1.54","1.57","POR","2","1.16","1.17","0","0.37","0.40","0","1.59","1.13"
"2024-04-20","19:30 EDT","ATL","1","1.65","1.65","CIN","2","2.22","2.22","-1","-0.57","-0.57","-1","1.08","1.68"
"2024-04-20","19:30 EDT","NYC","2","2.68","2.71","DCU","0","0.90","0.91","2","1.78","1.80","2","2.46","0.39"
"2024-04-20","19:30 EDT","TOR","1","1.96","1.97","NER","0","1.36","1.37","1","0.61","0.60","1","1.92","0.85"
"2024-04-14","16:45 EDT","STL","1","1.22","1.22","ATX","0","0.27","0.27","1","0.95","0.95","1","2.25","0.46"
"2024-04-14","14:30 EDT","ATL","2","1.55","1.55","PHI","2","1.00","1.04","0","0.55","0.50","0","1.75","0.97"
"2024-04-13","22:30 EDT","SJE","0","2.40","2.49","COL","3","2.14","2.41","-3","0.26","0.08","-3","1.54","1.23"
"2024-04-13","22:30 EDT","VAN","1","1.97","1.97","LAG","3","2.07","2.16","-2","-0.10","-0.19","-2","1.29","1.48"
"2024-04-13","21:30 EDT","RSL","0","1.59","1.59","CLB","0","0.74","0.74","0","0.85","0.85","0","2.00","0.74"
"2024-04-13","20:30 EDT","FCD","0","0.53","0.53","SEA","0","0.69","0.69","0","-0.16","-0.16","0","1.10","1.50"
"2024-04-13","20:30 EDT","SKC","2","0.80","0.80","MIA","3","1.34","1.34","-1","-0.55","-0.55","-1","0.87","1.87"
"2024-04-13","20:30 EDT","MIN","1","2.47","2.57","HOU","1","0.35","0.35","0","2.12","2.22","-1","2.71","0.19"
"2024-04-13","19:30 EDT","DCU","2","2.07","2.10","ORL","3","1.62","1.62","-1","0.45","0.49","-1","1.76","1.02"
"2024-04-13","19:30 EDT","CLT","3","1.30","1.31","TOR","2","1.63","1.66","1","-0.32","-0.35","1","1.09","1.64"
"2024-04-13","19:30 EDT","NYC","2","2.00","2.05","NER","0","0.53","0.54","2","1.47","1.51","2","2.42","0.41"
"2024-04-13","19:30 EDT","MTL","2","1.36","1.36","CIN","1","0.91","0.91","1","0.46","0.46","1","1.73","1.00"
"2024-04-13","19:30 EDT","NYRB","0","1.66","1.70","CHI","0","0.59","0.59","0","1.07","1.11","0","2.17","0.60"
"2024-04-13","16:45 EDT","POR","2","1.29","1.29","LAFC","2","2.24","2.26","0","-0.96","-0.97","0","0.76","2.02"
"2024-04-07","13:45 EDT","SKC","3","2.72","2.72","POR","3","1.90","1.90","0","0.82","0.82","0","1.99","0.79"
"2024-04-06","22:30 EDT","SEA","5","3.41","3.43","MTL","0","0.54","0.54","5","2.87","2.89","5","2.87","0.08"
"2024-04-06","20:30 EDT","MIN","1","2.29","2.38","RSL","1","1.08","1.08","0","1.21","1.30","0","2.23","0.56"
"2024-04-06","20:30 EDT","STL","0","2.14","2.14","FCD","0","1.41","1.41","0","0.73","0.73","0","1.83","0.93"
"2024-04-06","20:30 EDT","CHI","2","1.61","1.61","HOU","1","0.93","0.93","1","0.69","0.69","1","1.98","0.76"
"2024-04-06","20:30 EDT","ATX","4","1.96","1.96","SJE","3","2.52","2.62","1","-0.56","-0.66","1","1.06","1.72"
"2024-04-06","20:30 EDT","NSH","1","1.65","1.66","PHI","2","1.46","1.47","-1","0.19","0.19","-1","1.60","1.15"
"2024-04-06","19:45 EDT","LAFC","2","3.26","3.27","LAG","1","1.28","1.40","1","1.98","1.87","1","2.57","0.33"
"2024-04-06","19:30 EDT","CLB","1","0.58","0.58","DCU","1","1.71","1.73","0","-1.13","-1.14","0","0.56","2.24"
"2024-04-06","19:30 EDT","NER","1","1.33","1.39","CLT","0","0.76","0.76","1","0.57","0.64","1","1.75","0.93"
"2024-04-06","19:30 EDT","CIN","1","0.55","0.57","NYRB","2","1.41","1.44","-1","-0.86","-0.87","-1","0.53","2.21"
"2024-04-06","19:30 EDT","VAN","4","1.87","1.87","TOR","0","1.12","1.12","4","0.74","0.74","4","1.88","0.87"
"2024-04-06","19:30 EDT","NYC","1","2.72","2.76","ATL","1","1.68","1.68","0","1.05","1.08","0","2.03","0.77"
"2024-04-06","19:30 EDT","MIA","2","1.03","1.03","COL","2","1.39","1.39","0","-0.36","-0.36","0","0.97","1.72"
"2024-03-31","15:45 EDT","ATL","3","3.11","3.24","CHI","0","0.64","0.64","3","2.48","2.60","3","2.75","0.16"
"2024-03-30","22:30 EDT","VAN","3","1.85","2.19","POR","2","0.81","0.81","1","1.04","1.39","1","2.23","0.57"
"2024-03-30","22:30 EDT","LAG","1","0.86","0.86","SEA","0","1.25","1.25","1","-0.39","-0.39","1","1.02","1.66"
"2024-03-30","21:30 EDT","RSL","3","1.89","1.90","STL","1","0.60","0.60","2","1.29","1.30","2","2.41","0.40"
"2024-03-30","20:30 EDT","ATX","2","1.95","2.15","FCD","1","0.78","0.78","1","1.17","1.37","1","2.28","0.52"
"2024-03-30","20:30 EDT","NSH","2","0.97","0.97","CLB","2","1.62","1.62","0","-0.65","-0.65","0","0.78","1.95"
"2024-03-30","20:30 EDT","HOU","2","0.90","0.90","SJE","1","0.18","0.18","1","0.72","0.72","1","1.99","0.64"
"2024-03-30","19:30 EDT","CLT","1","2.06","2.06","CIN","1","1.56","1.57","0","0.50","0.49","0","1.66","1.11"
"2024-03-30","19:30 EDT","TOR","1","1.68","1.75","SKC","3","1.35","1.35","-2","0.33","0.40","-2","1.53","1.22"
"2024-03-30","19:30 EDT","MIA","1","1.86","1.86","NYC","1","0.66","0.66","0","1.20","1.19","0","2.30","0.49"
"2024-03-30","19:30 EDT","DCU","1","2.40","2.43","MTL","0","0.67","0.71","1","1.73","1.72","1","2.47","0.38"
"2024-03-30","19:30 EDT","ORL","0","0.94","0.94","NYRB","1","1.40","1.40","-1","-0.46","-0.46","0","1.00","1.69"
"2024-03-30","16:00 EDT","COL","3","1.37","1.37","LAFC","2","1.34","1.38","1","0.04","-0.00","1","1.34","1.36"
"2024-03-30","14:00 EDT","PHI","2","1.89","1.99","MIN","0","0.41","0.41","2","1.48","1.58","2","2.49","0.33"
"2024-03-23","22:30 EDT","SJE","3","2.34","2.44","SEA","2","1.82","1.82","1","0.52","0.62","1","1.74","0.99"
"2024-03-23","22:30 EDT","LAFC","5","3.96","4.05","NSH","0","0.47","0.47","5","3.49","3.58","5","2.93","0.05"
"2024-03-23","22:30 EDT","POR","1","1.96","1.96","PHI","3","1.96","1.96","-2","0.00","-0.00","-2","1.46","1.33"
"2024-03-23","21:30 EDT","COL","0","0.86","0.86","HOU","1","0.48","0.48","-1","0.38","0.38","-1","1.65","0.96"
"2024-03-23","20:30 EDT","SKC","2","2.75","2.76","LAG","3","2.33","2.36","-1","0.42","0.41","-1","1.72","1.07"
"2024-03-23","20:30 EDT","STL","2","2.18","2.18","DCU","2","2.12","2.29","0","0.06","-0.11","0","1.39","1.35"
"2024-03-23","19:30 EDT","CLT","2","1.77","1.77","CLB","0","0.55","0.55","2","1.22","1.22","2","2.41","0.41"
"2024-03-23","19:30 EDT","ORL","2","2.19","2.20","ATX","0","0.16","0.16","2","2.03","2.04","2","2.82","0.10"
"2024-03-23","19:30 EDT","VAN","1","0.97","0.97","RSL","2","1.46","1.47","-1","-0.49","-0.50","-1","0.98","1.75"
"2024-03-23","19:30 EDT","CIN","1","1.56","1.58","NYC","0","0.52","0.52","1","1.05","1.06","1","2.24","0.53"
"2024-03-23","19:30 EDT","TOR","2","2.12","2.16","ATL","0","0.51","0.51","2","1.61","1.64","2","2.53","0.32"
"2024-03-23","14:00 EDT","NER","1","1.86","1.89","CHI","1","0.81","0.81","0","1.06","1.08","0","2.26","0.54"
"2024-03-23","14:00 EDT","NYRB","4","1.39","1.39","MIA","0","0.27","0.27","4","1.12","1.12","4","2.31","0.45"
"2024-03-17","19:15 EDT","ATL","2","0.94","0.95","ORL","0","0.57","0.57","2","0.38","0.37","2","1.67","0.97"
"2024-03-17","14:00 EDT","NER","1","1.20","1.21","CIN","2","1.36","1.36","-1","-0.17","-0.15","-1","1.11","1.59"
"2024-03-16","22:30 EDT","LAG","3","2.46","2.82","STL","2","2.21","2.28","1","0.24","0.54","0","1.49","1.29"
"2024-03-16","20:30 EDT","ATX","2","1.29","1.29","PHI","2","1.98","2.01","0","-0.69","-0.71","0","0.83","1.91"
"2024-03-16","20:30 EDT","MIN","2","1.02","1.02","LAFC","0","0.83","0.83","2","0.19","0.19","2","1.58","1.11"
"2024-03-16","20:30 EDT","SKC","2","0.59","0.59","SJE","1","1.32","1.32","1","-0.73","-0.73","1","0.75","1.95"
"2024-03-16","20:30 EDT","NSH","2","0.94","0.94","CLT","1","1.20","1.20","1","-0.26","-0.26","1","1.12","1.54"
"2024-03-16","20:30 EDT","FCD","1","0.76","0.76","VAN","3","0.82","0.83","-2","-0.06","-0.07","-2","1.34","1.28"
"2024-03-16","20:30 EDT","HOU","1","1.04","1.04","POR","0","1.31","1.36","1","-0.27","-0.32","1","1.12","1.57"
"2024-03-16","19:30 EDT","CLB","3","1.65","1.66","NYRB","0","0.37","0.37","3","1.29","1.30","3","2.50","0.33"
"2024-03-16","19:30 EDT","NYC","2","1.64","1.64","TOR","1","1.38","1.38","1","0.25","0.25","1","1.48","1.25"
"2024-03-16","15:55 EDT","SEA","1","1.20","1.20","COL","1","2.40","2.43","0","-1.19","-1.23","0","0.48","2.32"
"2024-03-16","14:00 EDT","DCU","1","1.53","1.53","MIA","3","1.97","2.02","-2","-0.44","-0.49","-2","1.04","1.71"
"2024-03-16","14:00 EDT","CHI","4","2.69","2.71","MTL","3","3.02","3.02","1","-0.32","-0.31","1","1.13","1.67"
"2024-03-10","17:00 EDT","MIA","2","1.93","1.98","MTL","3","2.98","3.25","-1","-1.05","-1.27","-1","0.70","2.14"
"2024-03-10","15:00 EDT","NSH","2","1.61","1.61","LAG","2","2.10","2.11","0","-0.49","-0.50","0","1.03","1.69"
"2024-03-10","15:00 EDT","CIN","0","1.89","1.90","DCU","0","0.48","0.48","0","1.40","1.41","0","2.48","0.36"
"2024-03-09","22:30 EST","LAFC","0","2.13","2.13","SKC","0","0.87","0.89","0","1.25","1.24","0","2.28","0.52"
"2024-03-09","22:30 EST","SJE","0","0.60","0.61","VAN","2","0.99","0.99","-2","-0.38","-0.38","-2","0.94","1.72"
"2024-03-09","21:30 EST","RSL","1","1.09","1.21","COL","2","1.62","1.62","-1","-0.52","-0.40","-1","1.01","1.67"
"2024-03-09","20:30 EST","ATX","2","0.87","0.88","STL","2","1.90","1.90","0","-1.03","-1.02","0","0.57","2.20"
"2024-03-09","19:30 EST","ATL","4","3.71","3.73","NER","1","0.89","0.90","3","2.82","2.82","3","2.83","0.11"
"2024-03-09","19:30 EST","CLB","2","1.02","1.05","CHI","1","1.65","1.85","1","-0.63","-0.79","1","0.83","1.93"
"2024-03-09","19:30 EST","ORL","2","2.97","2.97","MIN","3","1.23","1.23","-1","1.73","1.73","-1","2.44","0.42"
"2024-03-09","19:30 EST","NYRB","2","2.23","2.24","FCD","1","0.63","0.63","1","1.60","1.60","1","2.57","0.29"
"2024-03-09","14:00 EST","NYC","1","1.51","1.53","POR","2","0.72","0.72","-1","0.80","0.82","-1","1.95","0.77"
"2024-03-09","14:00 EST","TOR","1","0.73","0.74","CLT","0","0.66","0.66","1","0.07","0.08","1","1.30","1.28"
"2024-03-03","14:00 EST","NER","0","1.69","1.70","TOR","1","0.48","0.48","-1","1.21","1.21","-1","2.32","0.46"
"2024-03-02","22:30 EST","SEA","0","1.41","1.43","ATX","0","0.05","0.05","0","1.37","1.38","0","2.52","0.26"
"2024-03-02","22:30 EST","SJE","1","1.09","1.09","LAG","3","1.27","1.27","-2","-0.18","-0.18","-2","1.08","1.63"
"2024-03-02","22:30 EST","POR","2","0.92","0.93","DCU","2","2.72","2.75","0","-1.80","-1.82","0","0.27","2.61"
"2024-03-02","21:30 EST","COL","0","0.39","0.39","NSH","1","1.59","1.59","-1","-1.20","-1.20","0","0.33","2.49"
"2024-03-02","20:30 EST","HOU","1","1.48","1.48","NYRB","2","0.85","0.85","-1","0.63","0.63","-1","1.91","0.82"
"2024-03-02","20:30 EST","CHI","1","0.92","0.93","CIN","2","0.78","0.78","-1","0.14","0.15","-1","1.60","1.04"
"2024-03-02","20:30 EST","STL","2","0.97","0.98","NYC","0","0.86","0.86","2","0.11","0.12","2","1.39","1.30"
"2024-03-02","20:30 EST","FCD","1","0.97","0.97","MTL","2","1.53","1.53","-1","-0.56","-0.56","-1","0.90","1.84"
"2024-03-02","20:30 EST","SKC","1","0.90","0.91","PHI","1","0.56","0.56","0","0.34","0.35","0","1.61","1.02"
"2024-03-02","19:30 EST","VAN","1","0.79","0.80","CLT","1","1.15","1.17","0","-0.36","-0.37","0","1.00","1.70"
"2024-03-02","16:30 EST","MIA","5","2.21","2.37","ORL","0","0.59","0.59","5","1.62","1.77","5","2.55","0.31"
"2024-03-02","16:00 EST","RSL","3","2.29","2.29","LAFC","0","0.88","0.88","3","1.41","1.41","3","2.38","0.46"
"2024-03-02","14:00 EST","MIN","1","0.89","0.96","CLB","1","1.23","1.23","0","-0.33","-0.27","0","1.04","1.64"
"2024-02-25","21:00 EST","LAG","1","3.65","3.71","MIA","1","1.03","1.03","0","2.63","2.67","0","2.75","0.17"
"2024-02-25","17:00 EST","NSH","0","0.14","0.14","NYRB","0","1.57","1.64","0","-1.43","-1.50","0","0.28","2.51"
"2024-02-25","14:30 EST","CIN","0","0.97","0.98","TOR","0","0.65","0.65","0","0.32","0.33","0","1.70","0.94"
"2024-02-24","22:30 EST","POR","3","0.64","0.64","COL","1","1.37","1.39","2","-0.73","-0.74","3","0.71","2.02"
"2024-02-24","20:30 EST","FCD","2","1.31","1.32","SJE","1","1.22","1.27","1","0.09","0.05","1","1.33","1.38"
"2024-02-24","20:30 EST","STL","1","0.95","0.95","RSL","1","1.93","1.93","0","-0.99","-0.98","0","0.68","2.11"
"2024-02-24","20:30 EST","ATX","1","0.96","0.99","MIN","2","2.81","2.83","-1","-1.85","-1.85","-1","0.33","2.55"
"2024-02-24","20:30 EST","HOU","1","1.38","1.41","SKC","1","0.20","0.20","0","1.18","1.21","0","2.46","0.33"
"2024-02-24","19:30 EST","ORL","0","0.74","0.74","MTL","0","0.86","0.87","0","-0.12","-0.13","0","1.12","1.55"
"2024-02-24","19:30 EST","DCU","3","4.66","5.08","NER","1","0.89","0.89","2","3.77","4.19","2","2.92","0.05"
"2024-02-24","19:30 EST","CLT","1","1.61","1.65","NYC","0","0.64","0.64","1","0.97","1.00","1","2.26","0.49"
"2024-02-24","19:30 EST","PHI","2","1.76","1.77","CHI","2","1.66","1.69","0","0.10","0.08","0","1.45","1.29"
"2024-02-24","16:30 EST","LAFC","2","1.36","1.36","SEA","1","1.67","1.68","1","-0.31","-0.32","1","1.16","1.58"
"2024-02-24","14:00 EST","CLB","1","1.53","1.54","ATL","0","0.79","0.79","1","0.74","0.75","1","2.03","0.70"
"2024-02-21","20:00 EST","MIA","2","1.84","1.84","RSL","0","0.88","0.89","2","0.96","0.95","2","2.09","0.70"